Count,"Tradelist Count",Name,Edition,"Card Number",Condition,Foil,Signed,"Artist Proof","Altered Art",Misprint,Promo,Textless,"My Price"
1,,"Applied Biomancy","Ravnica Allegiance",153,,,,,,,,,0.20
1,,"Archway Angel","Ravnica Allegiance",3,,,,,,,,,0.25
5,,"Arrester's Admonition","Ravnica Allegiance",31,,,,,,,,,0.20
2,,"Arrester's Zeal","Ravnica Allegiance",4,,,,,,,,,0.20
1,,"Awaken the Erstwhile","Ravnica Allegiance",61,,,,,,,,,0.50
3,,"Axebane Beast","Ravnica Allegiance",121,,,,,,,,,0.19
1,,"Azorius Guildgate","Ravnica Allegiance",243,,,,,,,,,0.23
5,,"Azorius Guildgate","Ravnica Allegiance",244,,,,,,,,,0.20
2,,"Azorius Knight-Arbiter","Ravnica Allegiance",154,,,,,,,,,0.19
5,,"Azorius Locket","Ravnica Allegiance",231,,,,,,,,,0.24
4,,"Azorius Skyguard","Ravnica Allegiance",155,,,,,,,,,0.25
3,,"Bankrupt in Blood","Ravnica Allegiance",62,,,,,,,,,0.25
1,,"Basilica Bell-Haunt","Ravnica Allegiance",156,,,,,,,,,0.26
1,,"Bedeck // Bedazzle","Ravnica Allegiance",221a/221b,,,,,,,,,0.31
1,,Bedevil,"Ravnica Allegiance",157,,,,,,,,,4.45
1,,"Benthic Biomancer","Ravnica Allegiance",32,,,,,,,,,0.69
3,,"Biogenic Upgrade","Ravnica Allegiance",123,,,,,,,,,0.25
3,,"Blade Juggler","Ravnica Allegiance",63,,,,,,,,,0.20
6,,Bladebrand,"Ravnica Allegiance",64,,,,,,,,,0.20
1,,"Blood Crypt","Ravnica Allegiance",245,,,,,,,,,22.08
4,,"Bloodmist Infiltrator","Ravnica Allegiance",65,,,,,,,,,0.25
1,,"Bolrac-Clan Crusher","Ravnica Allegiance",159,,,,,,,,,0.25
2,,"Breeding Pool","Ravnica Allegiance",246,,,,,,,,,24.64
4,,"Bring to Trial","Ravnica Allegiance",5,,,,,,,,,0.20
1,,"Burn Bright","Ravnica Allegiance",93,,,,,,,,,0.19
2,,"Burning-Tree Vandal","Ravnica Allegiance",94,,,,,,,,,0.20
1,,"Captive Audience","Ravnica Allegiance",160,,,,,,,,,3.87
4,,"Carnival // Carnage","Ravnica Allegiance",222a/222b,,,,,,,,,0.25
2,,"Carrion Imp","Ravnica Allegiance",66,,,,,,,,,0.19
2,,"Catacomb Crocodile","Ravnica Allegiance",67,,,,,,,,,0.20
2,,"Cavalcade of Calamity","Ravnica Allegiance",95,,,,,,,,,0.30
1,,"Charging War Boar","Ravnica Allegiance",271,,,,,,,,,0.28
4,,Chillbringer,"Ravnica Allegiance",33,,,,,,,,,0.19
1,,"Civic Stalwart","Ravnica Allegiance",6,,,,,,,,,0.19
2,,"Clamor Shaman","Ravnica Allegiance",96,,,,,,,,,0.25
2,,"Clan Guildmage","Ravnica Allegiance",162,,,,,,,,,0.25
3,,"Clear the Mind","Ravnica Allegiance",34,,,,,,,,,0.25
2,,"Clear the Stage","Ravnica Allegiance",68,,,,,,,,,0.25
4,,"Code of Constraint","Ravnica Allegiance",35,,,,,,,,,0.25
1,,"Collision // Colossus","Ravnica Allegiance",223a/223b,,,,,,,,,0.29
2,,"Combine Guildmage","Ravnica Allegiance",163,,,,,,,,,0.25
1,,"Combine Guildmage","Ravnica Allegiance",163,,foil,,,,,,,0.44
3,,"Concordia Pegasus","Ravnica Allegiance",7,,,,,,,,,0.19
3,,"Consecrate // Consume","Ravnica Allegiance",224a/224b,,,,,,,,,0.25
2,,"Consign to the Pit","Ravnica Allegiance",69,,,,,,,,,0.20
2,,"Coral Commando","Ravnica Allegiance",36,,,,,,,,,0.20
1,,"Coral Commando","Ravnica Allegiance",36,,foil,,,,,,,0.11
6,,"Cry of the Carnarium","Ravnica Allegiance",70,,,,,,,,,0.31
2,,"Cult Guildmage","Ravnica Allegiance",164,,,,,,,,,0.25
1,,"Dagger Caster","Ravnica Allegiance",97,,,,,,,,,0.25
3,,"Dead Revels","Ravnica Allegiance",71,,,,,,,,,0.20
3,,"Debtors' Transport","Ravnica Allegiance",72,,,,,,,,,0.20
2,,Deface,"Ravnica Allegiance",98,,,,,,,,,0.20
1,,"Depose // Deploy","Ravnica Allegiance",225a/225b,,,,,,,,,0.25
1,,"Dovin's Acuity","Ravnica Allegiance",168,,,,,,,,,0.25
1,,"Drill Bit","Ravnica Allegiance",73,,,,,,,,,0.31
1,,"Elite Arrester","Ravnica Allegiance",266,,,,,,,,,0.25
1,,"End-Raze Forerunners","Ravnica Allegiance",124,,,,,,,,,0.74
1,,"Enraged Ceratok","Ravnica Allegiance",125,,,,,,,,,0.25
2,,"Essence Capture","Ravnica Allegiance",37,,,,,,,,,0.35
2,,"Expose to Daylight","Ravnica Allegiance",8,,,,,,,,,0.20
2,,"Eyes Everywhere","Ravnica Allegiance",38,,,,,,,,,0.25
2,,"Faerie Duelist","Ravnica Allegiance",39,,,,,,,,,0.20
3,,"Feral Maaka","Ravnica Allegiance",100,,,,,,,,,0.20
4,,"Final Payment","Ravnica Allegiance",171,,,,,,,,,0.24
1,,"Final Payment","Ravnica Allegiance",171,,foil,,,,,,,0.31
3,,"Fireblade Artist","Ravnica Allegiance",172,,,,,,,,,0.25
2,,"Flames of the Raze-Boar","Ravnica Allegiance",101,,,,,,,,,0.25
1,,"Font of Agonies","Ravnica Allegiance",74,,,,,,,,,0.50
5,,"Footlight Fiend","Ravnica Allegiance",216,,,,,,,,,0.25
1,,"Forbidding Spirit","Ravnica Allegiance",9,,,,,,,,,0.25
1,,"Forest (264)","Ravnica Allegiance",264,,,,,,,,,0.36
1,,"Frenzied Arynx","Ravnica Allegiance",173,,,,,,,,,0.20
1,,"Frilled Mystic","Ravnica Allegiance",174,,,,,,,,,0.28
2,,"Galloping Lizrog","Ravnica Allegiance",175,,,,,,,,,0.25
4,,"Gate Colossus","Ravnica Allegiance",232,,,,,,,,,0.25
1,,"Gatebreaker Ram","Ravnica Allegiance",126,,,,,,,,,0.30
4,,"Gates Ablaze","Ravnica Allegiance",102,,,,,,,,,0.35
1,,"Gateway Plaza","Ravnica Allegiance",247,,,,,,,,,0.24
3,,"Gateway Sneak","Ravnica Allegiance",40,,,,,,,,,0.25
1,,"Get the Point","Ravnica Allegiance",176,,,,,,,,,0.20
1,,"Ghor-Clan Wrecker","Ravnica Allegiance",103,,,,,,,,,0.19
4,,"Gift of Strength","Ravnica Allegiance",127,,,,,,,,,0.20
1,,"Goblin Gathering","Ravnica Allegiance",104,,,,,,,,,0.22
4,,"Grasping Thrull","Ravnica Allegiance",177,,,,,,,,,0.20
1,,"Gravel-Hide Goblin","Ravnica Allegiance",105,,,,,,,,,0.20
3,,"Grotesque Demise","Ravnica Allegiance",75,,,,,,,,,0.19
4,,"Growth Spiral","Ravnica Allegiance",178,,,,,,,,,0.48
1,,"Growth-Chamber Guardian","Ravnica Allegiance",128,,,,,,,,,0.51
4,,"Gruul Beastmaster","Ravnica Allegiance",129,,,,,,,,,0.25
2,,"Gruul Guildgate","Ravnica Allegiance",249,,,,,,,,,0.21
2,,"Gruul Guildgate","Ravnica Allegiance",250,,,,,,,,,0.20
1,,"Gruul Locket","Ravnica Allegiance",234,,,,,,,,,0.25
2,,"Guardian Project","Ravnica Allegiance",130,,,,,,,,,11.50
2,,Gutterbones,"Ravnica Allegiance",76,,,,,,,,,1.20
1,,"Gyre Engineer","Ravnica Allegiance",180,,,,,,,,,0.25
4,,"Haazda Officer","Ravnica Allegiance",10,,,,,,,,,0.19
1,,Hackrobat,"Ravnica Allegiance",181,,,,,,,,,0.25
1,,"Hallowed Fountain","Ravnica Allegiance",251,,,,,,,,,9.45
2,,"High Alert","Ravnica Allegiance",182,,,,,,,,,0.50
1,,Humongulus,"Ravnica Allegiance",41,,,,,,,,,0.20
3,,"Ill-Gotten Inheritance","Ravnica Allegiance",77,,,,,,,,,0.24
2,,"Immolation Shaman","Ravnica Allegiance",106,,,,,,,,,0.39
1,,"Impassioned Orator","Ravnica Allegiance",12,,,,,,,,,0.26
1,,"Impassioned Orator","Ravnica Allegiance",12,,foil,,,,,,,0.53
1,,"Imperious Oligarch","Ravnica Allegiance",184,,,,,,,,,0.25
1,,"Incubation // Incongruity","Ravnica Allegiance",226a/226b,,,,,,,,,0.28
1,,"Incubation Druid","Ravnica Allegiance",131,,,,,,,,,1.48
1,,"Island (261)","Ravnica Allegiance",261,,,,,,,,,0.40
3,,"Judith, the Scourge Diva","Ravnica Allegiance",185,,foil,,,,,,,3.61
2,,Junktroller,"Ravnica Allegiance",235,,,,,,,,,0.25
2,,"Justiciar's Portal","Ravnica Allegiance",13,,,,,,,,,0.21
3,,"Knight of Sorrows","Ravnica Allegiance",14,,,,,,,,,0.20
1,,"Knight of the Last Breath","Ravnica Allegiance",188,,,,,,,,,0.25
5,,"Lawmage's Binding","Ravnica Allegiance",190,,,,,,,,,0.20
1,,"Light Up the Stage","Ravnica Allegiance",107,,,,,,,,,0.79
3,,"Lumbering Battlement","Ravnica Allegiance",15,,,,,,,,,0.35
1,,"Macabre Mockery","Ravnica Allegiance",191,,,,,,,,,0.25
1,,"Mammoth Spider","Ravnica Allegiance",132,,,,,,,,,0.19
2,,"Mass Manipulation","Ravnica Allegiance",42,,,,,,,,,0.75
2,,"Ministrant of Obligation","Ravnica Allegiance",16,,,,,,,,,0.30
2,,"Mirror March","Ravnica Allegiance",108,,,,,,,,,1.06
2,,Mortify,"Ravnica Allegiance",192,,,,,,,,,0.36
1,,"Mountain (263)","Ravnica Allegiance",263,,,,,,,,,0.41
1,,"Nikya of the Old Ways","Ravnica Allegiance",193,,,,,,,,,0.44
5,,"Noxious Groodion","Ravnica Allegiance",78,,,,,,,,,0.20
4,,"Open the Gates","Ravnica Allegiance",133,,,,,,,,,0.24
1,,"Orzhov Enforcer","Ravnica Allegiance",79,,,,,,,,,0.30
3,,"Orzhov Guildgate","Ravnica Allegiance",252,,,,,,,,,0.20
1,,"Orzhov Guildgate","Ravnica Allegiance",253,,,,,,,,,0.20
1,,"Orzhov Locket","Ravnica Allegiance",236,,,,,,,,,0.25
3,,"Orzhov Racketeers","Ravnica Allegiance",80,,,,,,,,,0.25
11,,"Persistent Petitioners","Ravnica Allegiance",44,,,,,,,,,1.71
2,,"Pestilent Spirit","Ravnica Allegiance",81,,,,,,,,,0.50
2,,"Pitiless Pontiff","Ravnica Allegiance",194,,,,,,,,,0.26
1,,"Pitiless Pontiff","Ravnica Allegiance",194,,foil,,,,,,,0.48
2,,"Plague Wight","Ravnica Allegiance",82,,,,,,,,,0.19
1,,"Plains (260)","Ravnica Allegiance",260,,,,,,,,,0.25
1,,"Plaza of Harmony","Ravnica Allegiance",254,,,,,,,,,0.53
2,,"Precognitive Perception","Ravnica Allegiance",45,,,,,,,,,0.40
3,,"Priest of Forgotten Gods","Ravnica Allegiance",83,,,,,,,,,3.84
4,,"Prowling Caracal","Ravnica Allegiance",17,,,,,,,,,0.19
1,,"Prying Eyes","Ravnica Allegiance",46,,,,,,,,,0.20
5,,Pteramander,"Ravnica Allegiance",47,,,,,,,,,0.45
2,,Quench,"Ravnica Allegiance",48,,,,,,,,,0.20
5,,"Rafter Demon","Ravnica Allegiance",196,,,,,,,,,0.20
1,,Ragefire,"Ravnica Allegiance",270,,,,,,,,,0.25
1,,"Rakdos Firewheeler","Ravnica Allegiance",197,,,,,,,,,0.25
3,,"Rakdos Guildgate","Ravnica Allegiance",255,,,,,,,,,0.20
1,,"Rakdos Guildgate","Ravnica Allegiance",256,,,,,,,,,0.20
3,,"Rakdos Locket","Ravnica Allegiance",237,,,,,,,,,0.25
1,,"Rakdos Roustabout","Ravnica Allegiance",198,,,,,,,,,0.20
3,,"Rakdos Trumpeter","Ravnica Allegiance",84,,,,,,,,,0.20
1,,"Rakdos, the Showstopper","Ravnica Allegiance",199,,,,,,,,,1.65
1,,"Rally to Battle","Ravnica Allegiance",18,,,,,,,,,0.25
2,,"Rampaging Rendhorn","Ravnica Allegiance",135,,,,,,,,,0.20
1,,"Ravager Wurm","Ravnica Allegiance",200,,,,,,,,,0.90
3,,Regenesis,"Ravnica Allegiance",136,,,,,,,,,0.25
1,,"Repudiate // Replicate","Ravnica Allegiance",227a/227b,,,,,,,,,0.63
2,,"Resolute Watchdog","Ravnica Allegiance",19,,,,,,,,,0.30
1,,"Revival // Revenge","Ravnica Allegiance",228a/228b,,,,,,,,,1.08
1,,"Rhythm of the Wild","Ravnica Allegiance",201,,,,,,,,,3.60
1,,"Rix Maadi Reveler","Ravnica Allegiance",109,,,,,,,,,0.45
3,,"Root Snare","Ravnica Allegiance",137,,,,,,,,,0.20
4,,"Rubble Reading","Ravnica Allegiance",110,,,,,,,,,0.20
1,,"Rubble Reading","Ravnica Allegiance",110,,foil,,,,,,,0.10
1,,"Rubble Slinger","Ravnica Allegiance",217,,,,,,,,,0.19
1,,"Rubblebelt Recluse","Ravnica Allegiance",111,,,,,,,,,0.20
1,,"Rubblebelt Runner","Ravnica Allegiance",202,,,,,,,,,0.19
2,,"Rumbling Ruin","Ravnica Allegiance",112,,,,,,,,,0.25
1,,"Sage's Row Savant","Ravnica Allegiance",49,,,,,,,,,0.20
1,,"Sagittars' Volley","Ravnica Allegiance",138,,,,,,,,,0.20
2,,"Saruli Caretaker","Ravnica Allegiance",139,,,,,,,,,0.25
1,,"Sauroform Hybrid","Ravnica Allegiance",140,,,,,,,,,0.20
4,,"Savage Smash","Ravnica Allegiance",203,,,,,,,,,0.20
2,,Scorchmark,"Ravnica Allegiance",113,,,,,,,,,0.20
2,,"Scrabbling Claws","Ravnica Allegiance",238,,,,,,,,,0.25
1,,"Screaming Shield","Ravnica Allegiance",239,,,,,,,,,0.25
2,,Scuttlegator,"Ravnica Allegiance",218,,,,,,,,,0.20
4,,"Senate Courier","Ravnica Allegiance",50,,,,,,,,,0.19
5,,"Senate Griffin","Ravnica Allegiance",219,,,,,,,,,0.19
1,,"Senate Guildmage","Ravnica Allegiance",204,,,,,,,,,0.25
1,,"Senate Guildmage","Ravnica Allegiance",204,,foil,,,,,,,0.31
3,,"Sentinel's Mark","Ravnica Allegiance",20,,,,,,,,,0.25
1,,"Seraph of the Scales","Ravnica Allegiance",205,,,,,,,,,2.15
2,,Sharktocrab,"Ravnica Allegiance",206,,,,,,,,,0.25
5,,"Shimmer of Possibility","Ravnica Allegiance",51,,,,,,,,,0.24
2,,"Silhana Wayfinder","Ravnica Allegiance",141,,,,,,,,,0.25
1,,"Simic Ascendancy","Ravnica Allegiance",207,,,,,,,,,2.68
2,,"Simic Guildgate","Ravnica Allegiance",257,,,,,,,,,0.24
1,,"Simic Guildgate","Ravnica Allegiance",258,,,,,,,,,0.20
3,,"Simic Locket","Ravnica Allegiance",240,,,,,,,,,0.24
1,,"Skarrgan Hellkite","Ravnica Allegiance",114,,,,,,,,,1.09
2,,"Skatewing Spy","Ravnica Allegiance",52,,,,,,,,,0.25
3,,"Skewer the Critics","Ravnica Allegiance",115,,,,,,,,,0.60
1,,"Skitter Eel","Ravnica Allegiance",53,,,,,,,,,0.20
2,,"Sky Tether","Ravnica Allegiance",21,,,,,,,,,0.25
5,,Slimebind,"Ravnica Allegiance",54,,,,,,,,,0.20
3,,"Smelt-Ward Ignus","Ravnica Allegiance",116,,,,,,,,,0.25
2,,"Spear Spewer","Ravnica Allegiance",117,,,,,,,,,0.24
1,,"Spear Spewer","Ravnica Allegiance",117,,foil,,,,,,,0.37
2,,"Sphinx of Foresight","Ravnica Allegiance",55,,,,,,,,,0.59
1,,"Sphinx of New Prahv","Ravnica Allegiance",208,,,,,,,,,0.25
2,,"Sphinx of the Guildpact","Ravnica Allegiance",241,,,,,,,,,0.25
2,,"Sphinx's Insight","Ravnica Allegiance",209,,,,,,,,,0.20
2,,"Spikewheel Acrobat","Ravnica Allegiance",118,,,,,,,,,0.20
5,,"Spire Mangler","Ravnica Allegiance",86,,,,,,,,,0.25
1,,"Spirit of the Spires","Ravnica Allegiance",23,,,,,,,,,0.25
1,,"Steeple Creeper","Ravnica Allegiance",142,,,,,,,,,0.20
2,,"Stomping Ground","Ravnica Allegiance",259,,,,,,,,,11.50
1,,"Stony Strength","Ravnica Allegiance",143,,,,,,,,,0.23
3,,"Storm Strike","Ravnica Allegiance",119,,,,,,,,,0.20
2,,"Summary Judgment","Ravnica Allegiance",24,,,,,,,,,0.19
1,,"Sunder Shaman","Ravnica Allegiance",210,,,,,,,,,0.25
1,,"Swamp (262)","Ravnica Allegiance",262,,,,,,,,,0.39
2,,"Swirling Torrent","Ravnica Allegiance",56,,,,,,,,,0.25
2,,"Sylvan Brushstrider","Ravnica Allegiance",144,,,,,,,,,0.19
2,,"Syndicate Guildmage","Ravnica Allegiance",211,,,,,,,,,0.25
4,,"Syndicate Messenger","Ravnica Allegiance",25,,,,,,,,,0.20
2,,"Tenth District Veteran","Ravnica Allegiance",26,,,,,,,,,0.19
6,,"Territorial Boar","Ravnica Allegiance",145,,,,,,,,,0.20
1,,"Teysa Karlov","Ravnica Allegiance",212,,,,,,,,,3.00
1,,"Theater of Horrors","Ravnica Allegiance",213,,,,,,,,,0.50
1,,"Theater of Horrors","Ravnica Allegiance",213,,foil,,,,,,,0.89
5,,"Thirsting Shade","Ravnica Allegiance",87,,,,,,,,,0.19
1,,"Thought Collapse","Ravnica Allegiance",57,,,,,,,,,0.25
1,,"Thrash // Threat","Ravnica Allegiance",229a/229b,,,,,,,,,0.36
2,,"Tin Street Dodger","Ravnica Allegiance",120,,,,,,,,,0.25
1,,"Titanic Brawl","Ravnica Allegiance",146,,,,,,,,,0.24
4,,"Tithe Taker","Ravnica Allegiance",27,,,,,,,,,1.01
2,,"Tower Defense","Ravnica Allegiance",147,,,,,,,,,0.31
1,,"Trollbred Guardian","Ravnica Allegiance",148,,,,,,,,,0.25
2,,"Twilight Panther","Ravnica Allegiance",28,,,,,,,,,0.20
2,,"Unbreakable Formation","Ravnica Allegiance",29,,,,,,,,,1.05
2,,"Undercity Scavenger","Ravnica Allegiance",88,,,,,,,,,0.20
3,,"Undercity's Embrace","Ravnica Allegiance",89,,,,,,,,,0.20
1,,"Verity Circle","Ravnica Allegiance",58,,,,,,,,,0.50
3,,"Vindictive Vampire","Ravnica Allegiance",90,,,,,,,,,0.84
2,,"Vizkopa Vampire","Ravnica Allegiance",220,,,,,,,,,0.20
1,,"Wall of Lost Thoughts","Ravnica Allegiance",59,,,,,,,,,0.65
3,,"Watchful Giant","Ravnica Allegiance",30,,,,,,,,,0.19
5,,"Wilderness Reclamation","Ravnica Allegiance",149,,,,,,,,,2.39
1,,"Windstorm Drake","Ravnica Allegiance",60,,,,,,,,,0.25
3,,"Wrecking Beast","Ravnica Allegiance",150,,,,,,,,,0.19
2,,"Zhur-Taa Goblin","Ravnica Allegiance",215,,,,,,,,,0.25
1,,"Judith, the Scourge Diva","Prerelease Cards",1180,,foil,,,,,,,3.35
1,,"Simic Ascendancy","Prerelease Cards",1189,,foil,,,,,,,6.36
1,,"Jaya Ballard","Ravnica Allegiance Mythic Edition",4,,foil,,,,,,,15.67
1,,"Sorin Markov","Ravnica Allegiance Mythic Edition",3,,foil,,,,,,,44.40
1,,"Lavinia, Azorius Renegade","Store Championship Promos",5,,foil,,,,,,,1.96
1,,"Growth Spiral","FNM Promos",224,,foil,,,,,,,2.55
1,,"Light Up the Stage","FNM Promos",225,,foil,,,,,,,2.47
1,,"Island - Dimir (A01)","Ravnica Weekend Promos",A01,,foil,,,,,,,3.34
1,,"Island - Izzet (A03)","Ravnica Weekend Promos",A03,,foil,,,,,,,4.27
1,,"Mountain - Izzet (A04)","Ravnica Weekend Promos",A04,,foil,,,,,,,2.19
1,,"Forest - Golgari (A06)","Ravnica Weekend Promos",A06,,foil,,,,,,,2.99
1,,"Plains - Boros (A08)","Ravnica Weekend Promos",A08,,,,,,,,,0.00
1,,"Plains - Boros (A08)","Ravnica Weekend Promos",A08,,foil,,,,,,,2.90
1,,"Forest - Selesnya (A09)","Ravnica Weekend Promos",A09,,foil,,,,,,,2.23
2,,"Ahn-Crop Invader","War of the Spark",113,,,,,,,,,0.17
2,,"Aid the Fallen","War of the Spark",76,,,,,,,,,0.20
5,,"Ajani's Pridemate","War of the Spark",4,,,,,,,,,0.31
5,,"Arboreal Grazer","War of the Spark",149,,,,,,,,,0.40
1,,"Arlinn, Voice of the Pack","War of the Spark",150,,,,,,,,,0.35
1,,"Arlinn's Wolf","War of the Spark",151,,,,,,,,,0.19
1,,"Ashiok, Dream Render","War of the Spark",228,,foil,,,,,,,8.95
2,,"Ashiok's Skulker","War of the Spark",40,,,,,,,,,0.17
1,,"Aven Eternal","War of the Spark",42,,,,,,,,,0.20
2,,"Band Together","War of the Spark",153,,,,,,,,,0.20
1,,"Band Together","War of the Spark",153,,foil,,,,,,,0.24
4,,Banehound,"War of the Spark",77,,,,,,,,,0.20
3,,"Battlefield Promotion","War of the Spark",5,,,,,,,,,0.18
1,,"Blast Zone","War of the Spark",244,,,,,,,,,3.99
1,,"Bleeding Edge","War of the Spark",78,,,,,,,,,0.25
1,,Blindblast,"War of the Spark",114,,,,,,,,,0.16
2,,"Bloom Hulk","War of the Spark",154,,,,,,,,,0.20
1,,"Bolas's Citadel","War of the Spark",79,,,,,,,,,7.99
1,,"Bolt Bend","War of the Spark",115,,,,,,,,,0.35
1,,"Bond of Discipline","War of the Spark",6,,,,,,,,,0.25
2,,"Bond of Flourishing","War of the Spark",155,,,,,,,,,0.25
1,,"Bond of Insight","War of the Spark",43,,,,,,,,,0.25
1,,"Bond of Passion","War of the Spark",116,,,,,,,,,0.24
3,,"Bond of Revival","War of the Spark",80,,,,,,,,,0.25
3,,"Bulwark Giant","War of the Spark",7,,,,,,,,,0.17
3,,"Burning Prophet","War of the Spark",117,,,,,,,,,0.25
2,,"Callous Dismissal","War of the Spark",44,,,,,,,,,0.20
1,,"Casualties of War","War of the Spark",187,,foil,,,,,,,4.24
1,,"Centaur Nurturer","War of the Spark",156,,,,,,,,,0.16
1,,"Chainwhip Cyclops","War of the Spark",118,,,,,,,,,0.15
1,,"Challenger Troll","War of the Spark",157,,,,,,,,,0.25
1,,"Chandra, Fire Artisan","War of the Spark",119,,,,,,,,,0.83
3,,"Chandra's Pyrohelix","War of the Spark",120,,,,,,,,,0.20
3,,"Charity Extractor","War of the Spark",81,,,,,,,,,0.15
2,,"Charmed Stray","War of the Spark",8,,,,,,,,,0.25
1,,"Command the Dreadhorde","War of the Spark",82,,,,,,,,,0.95
1,,"Contentious Plan","War of the Spark",46,,,,,,,,,0.25
1,,"Contentious Plan","War of the Spark",46,,foil,,,,,,,1.03
1,,"Courage in Crisis","War of the Spark",158,,,,,,,,,0.25
1,,"Cruel Celebrant","War of the Spark",188,,,,,,,,,1.13
4,,"Crush Dissent","War of the Spark",47,,,,,,,,,0.17
2,,"Davriel, Rogue Shadowmage","War of the Spark",83,,,,,,,,,0.47
2,,"Davriel's Shadowfugue","War of the Spark",84,,,,,,,,,0.16
4,,Deathsprout,"War of the Spark",189,,,,,,,,,0.35
2,,"Defiant Strike","War of the Spark",9,,,,,,,,,0.23
1,,"Deliver Unto Evil","War of the Spark",85,,,,,,,,,0.39
1,,Demolish,"War of the Spark",123,,,,,,,,,0.17
4,,"Divine Arrow","War of the Spark",10,,,,,,,,,0.16
1,,"Domri's Ambush","War of the Spark",192,,,,,,,,,0.28
1,,"Dovin, Hand of Control","War of the Spark",229,,,,,,,,,0.35
4,,"Dreadhorde Butcher","War of the Spark",194,,,,,,,,,0.88
1,,"Dreadhorde Twins","War of the Spark",126,,,,,,,,,0.25
3,,Dreadmalkin,"War of the Spark",87,,,,,,,,,0.25
3,,"Duskmantle Operative","War of the Spark",88,,,,,,,,,0.18
1,,"Emergence Zone","War of the Spark",245,,,,,,,,,0.50
2,,"Enforcer Griffin","War of the Spark",11,,,,,,,,,0.17
4,,"Enter the God-Eternals","War of the Spark",196,,,,,,,,,0.54
1,,"Erratic Visionary","War of the Spark",48,,,,,,,,,0.18
2,,"Eternal Taskmaster","War of the Spark",90,,,,,,,,,0.25
1,,"Evolution Sage","War of the Spark",159,,,,,,,,,1.25
1,,"Fblthp, the Lost","War of the Spark",50,,,,,,,,,0.50
1,,"Finale of Glory","War of the Spark",12,,,,,,,,,2.67
1,,"Finale of Revelation","War of the Spark",51,,,,,,,,,5.33
2,,"Firemind Vessel","War of the Spark",237,,,,,,,,,0.50
1,,"Flux Channeler","War of the Spark",52,,,,,,,,,0.50
2,,"Forced Landing","War of the Spark",161,,,,,,,,,0.16
4,,"Forest (262)","War of the Spark",262,,,,,,,,,0.22
4,,"Forest (263)","War of the Spark",262,,,,,,,,,0.20
4,,"Forest (264)","War of the Spark",262,,,,,,,,,0.20
1,,"Gateway Plaza","War of the Spark",246,,,,,,,,,0.25
1,,"Giant Growth","War of the Spark",162,,,,,,,,,0.22
5,,"Gideon's Sacrifice","War of the Spark",14,,,,,,,,,0.23
1,,"Gleaming Overseer","War of the Spark",198,,,,,,,,,0.45
1,,"Goblin Assailant","War of the Spark",128,,,,,,,,,0.16
2,,"God-Eternal Bontu","War of the Spark",92,,,,,,,,,4.00
1,,"God-Eternal Rhonas","War of the Spark",163,,,,,,,,,7.27
1,,"God-Pharaoh's Statue","War of the Spark",238,,,,,,,,,0.41
3,,"Grateful Apparition","War of the Spark",17,,,,,,,,,0.29
1,,"Grim Initiate","War of the Spark",130,,,,,,,,,0.23
3,,"Guild Globe","War of the Spark",239,,,,,,,,,0.20
4,,Heartfire,"War of the Spark",131,,,,,,,,,0.25
1,,"Heartwarming Redemption","War of the Spark",199,,,,,,,,,0.25
1,,"Herald of the Dreadhorde","War of the Spark",93,,,,,,,,,0.19
1,,"Honor the God-Pharaoh","War of the Spark",132,,,,,,,,,0.20
1,,"Huatli, the Sun's Heart","War of the Spark",230,,,,,,,,,0.37
1,,"Invade the City","War of the Spark",201,,,,,,,,,0.25
4,,"Invading Manticore","War of the Spark",134,,,,,,,,,0.17
1,,"Iron Bully","War of the Spark",240,,,,,,,,,0.15
1,,"Ironclad Krovod","War of the Spark",19,,,,,,,,,0.17
4,,"Island (253)","War of the Spark",253,,,,,,,,,0.20
4,,"Island (254)","War of the Spark",253,,,,,,,,,0.22
4,,"Island (255)","War of the Spark",253,,,,,,,,,0.18
1,,"Jace's Triumph","War of the Spark",55,,,,,,,,,0.25
1,,"Jaya, Venerated Firemage","War of the Spark",135,,,,,,,,,0.35
2,,"Karn, the Great Creator","War of the Spark",1,,,,,,,,,15.02
1,,"Kasmina, Enigmatic Mentor","War of the Spark",56,,,,,,,,,0.35
2,,"Kaya's Ghostform","War of the Spark",94,,,,,,,,,0.50
1,,"Kiora, Behemoth Beckoner","War of the Spark",232,,,,,,,,,0.65
1,,"Kiora's Dambreaker","War of the Spark",58,,,,,,,,,0.18
2,,"Kraul Stinger","War of the Spark",165,,,,,,,,,0.20
1,,"Kronch Wrangler","War of the Spark",166,,,,,,,,,0.17
2,,"Law-Rune Enforcer","War of the Spark",20,,,,,,,,,0.19
3,,"Lazotep Behemoth","War of the Spark",95,,,,,,,,,0.15
1,,"Lazotep Plating","War of the Spark",59,,,,,,,,,0.49
3,,"Lazotep Reaver","War of the Spark",96,,,,,,,,,0.25
2,,"Liliana, Dreadhorde General","War of the Spark",97,,,,,,,,,30.00
1,,"Liliana's Triumph","War of the Spark",98,,,,,,,,,0.39
1,,"Living Twister","War of the Spark",203,,,,,,,,,0.40
3,,"Loxodon Sergeant","War of the Spark",21,,,,,,,,,0.16
1,,"Makeshift Battalion","War of the Spark",22,,,,,,,,,0.15
4,,"Mana Geode","War of the Spark",241,,,,,,,,,0.34
4,,"Martyr for the Cause","War of the Spark",23,,,,,,,,,0.19
